client_id,birth_number,district_id,age,gender
2540,810626,46,19,male
2542,441219,3,56,male
2543,525827,3,48,female
2545,535928,9,47,female
2546,616203,41,39,female
2547,536029,48,47,female
2548,531006,48,47,male
2549,235505,70,77,female
2550,766012,1,24,female
2551,395811,70,61,female
2552,645124,74,36,female
2553,761124,34,24,male
2554,410920,64,59,male
2555,630923,42,37,male
2556,515210,44,49,female
2557,570218,7,43,male
2558,590118,30,41,male
2559,655331,8,35,female
2560,745620,70,26,female
2561,450726,48,55,male
2562,521101,42,48,male
2563,710908,74,29,male
2565,460522,64,54,male
2566,635325,29,37,female
2567,430530,64,57,male
2568,385611,64,62,female
2569,480401,69,52,male
2570,475619,69,53,female
2571,795425,43,21,female
2572,531008,1,47,male
2573,655310,1,35,female
2574,325422,29,68,female
2576,795516,46,21,female
2577,180107,70,82,male
2578,540708,76,46,male
2579,355102,11,65,female
2580,350307,11,65,male
2581,536119,52,47,female
2582,381215,51,62,male
2583,370617,75,63,male
2584,446215,4,56,female
2585,715828,75,29,female
2586,660514,8,34,male
2587,735103,8,27,female
2588,580519,33,42,male
2589,630217,21,37,male
2590,646019,42,36,female
2591,600227,42,40,male
2592,805831,1,20,female
2593,770610,1,23,male
2594,630731,55,37,male
2596,611008,31,39,male
2597,695806,28,31,female
2598,651025,28,35,male
2599,460109,1,54,male
2600,235417,7,77,female
2601,610725,37,39,male
2602,665820,37,34,female
2603,726103,38,28,female
2604,260711,22,74,male
2605,255417,22,75,female
2606,430104,31,57,male
2607,430327,63,57,male
2608,435915,58,57,female
2609,770509,1,23,male
2610,805503,1,20,female
2611,381109,77,62,male
2612,750203,38,25,male
2613,771026,1,23,male
2614,460314,72,54,male
2615,455826,64,55,female
2616,700707,50,30,male
2617,625626,50,38,female
2618,420814,17,58,male
2619,695709,63,31,female
2620,680718,63,32,male
2621,560509,51,44,male
2622,730607,71,27,male
2623,655716,16,35,female
2625,721007,57,28,male
2626,400214,1,60,male
2628,316105,1,69,female
2629,311203,1,69,male
2630,375820,64,63,female
2631,700521,18,30,male
2632,635225,18,37,female
2633,675712,1,33,female
2635,666210,67,34,female
2636,181024,28,82,male
2637,350606,64,65,male
2638,420107,1,58,male
2639,505304,45,50,female
2640,510129,45,49,male
2642,730904,22,27,male
2643,465107,54,54,female
2644,645323,6,36,female
2645,200422,67,80,male
2646,375607,63,63,female
2647,400326,9,60,male
2648,346010,9,66,female
2650,750305,75,25,male
2651,696127,75,31,female
2652,495509,41,51,female
2653,500125,1,50,male
2654,396008,59,61,female
2655,630812,44,37,male
2656,550915,54,45,male
2657,480709,73,52,male
2658,330121,11,67,male
2659,410524,46,59,male
2661,616017,1,39,female
2662,780829,1,22,male
2663,761001,8,24,male
2666,355706,47,65,female
2667,720101,9,28,male
2668,755209,9,25,female
2669,270508,51,73,male
2670,360913,45,64,male
2671,725422,35,28,female
2672,405326,7,60,female
2673,590716,65,41,male
2674,526003,65,48,female
2675,240122,31,76,male
2676,610601,61,39,male
2677,220524,33,78,male
2678,185515,33,82,female
2679,380930,1,62,male
2680,455902,1,55,female
2681,715104,45,29,female
2682,750114,45,25,male
2683,295613,48,71,female
2684,535211,74,47,female
2685,695621,73,31,female
2686,515324,19,49,female
2687,490822,19,51,male
2688,676024,60,33,female
2689,230117,16,77,male
2690,716225,58,29,female
2691,640517,47,36,male
2692,250530,44,75,male
2693,765804,46,24,female
2694,276006,15,73,female
2695,290516,15,71,male
2696,470904,2,53,male
2697,485814,2,52,female
2698,706007,31,30,female
2699,770223,31,23,male
2700,450222,34,55,male
2701,520329,1,48,male
2702,190226,7,81,male
2703,735312,2,27,female
2704,495522,1,51,female
2705,240430,43,76,male
2706,670702,3,33,male
2707,690523,45,31,male
2708,580812,73,42,male
2709,460614,26,54,male
2712,560117,25,44,male
2713,620902,36,38,male
2714,705306,6,30,female
2715,570704,7,43,male
2716,695713,25,31,female
2717,300428,46,70,male
2718,326222,46,68,female
2719,646030,29,36,female
2720,495905,1,51,female
2721,505626,24,50,female
2724,750301,35,25,male
2726,735728,1,27,female
2727,680205,1,32,male
2728,220813,74,78,male
2729,660828,1,34,male
2730,470318,52,53,male
2731,271208,38,73,male
2732,535916,57,47,female
2733,276111,3,73,female
2734,341112,3,66,male
2735,280731,64,72,male
2736,585215,1,42,female
2738,510425,1,49,male
2739,500126,13,50,male
2740,676123,36,33,female
2741,306129,41,70,female
2742,485827,65,52,female
2743,396004,50,61,female
2744,430222,50,57,male
2745,395807,54,61,female
2746,710225,1,29,male
2747,361014,6,64,male
2748,366006,6,64,female
2749,215304,14,79,female
2750,130713,14,87,male
2751,575124,68,43,female
2752,710809,48,29,male
2754,785524,66,22,female
2755,705323,1,30,female
2756,195928,31,81,female
2758,460714,1,54,male
2759,740126,2,26,male
2760,756212,68,25,female
2761,775929,1,23,female
2762,535423,29,47,female
2765,815420,36,19,female
2766,590915,70,41,male
2767,545604,70,46,female
2768,640402,1,36,male
2769,370515,69,63,male
2770,540708,1,46,male
2771,201025,37,80,male
2772,235108,37,77,female
2773,195913,49,81,female
2774,210223,49,79,male
2775,785709,41,22,female
2776,345607,31,66,female
2777,705328,46,30,female
2778,640516,57,36,male
2779,480504,29,52,male
2780,475116,29,53,female
2781,606122,46,40,female
2782,400913,31,60,male
2783,400620,1,60,male
2784,585725,36,42,female
2785,620729,22,38,male
2786,511102,24,49,male
2787,766014,41,24,female
2788,516021,49,49,female
2789,516225,1,49,female
2790,750210,16,25,male
2791,211010,60,79,male
2794,650122,18,35,male
2795,685413,18,32,female
2796,740625,15,26,male
2797,501105,28,50,male
2798,310627,65,69,male
2799,616202,4,39,female
2800,490826,2,51,male
2801,190218,75,81,male
2802,666129,1,34,female
2803,311012,68,69,male
2804,366110,68,64,female
2805,640713,73,36,male
2806,555701,58,45,female
2808,745331,8,26,female
2809,790214,33,21,male
2810,710728,72,29,male
2811,466207,1,54,female
2812,705502,55,30,female
2813,410410,70,59,male
2814,735210,19,27,female
2815,300630,35,70,male
2816,385315,35,62,female
2817,775219,1,23,female
2818,630412,54,37,male
2819,800812,8,20,male
2820,661217,77,34,male
2821,806101,45,20,female
2822,581019,50,42,male
2823,466218,70,54,female
2824,410905,39,59,male
2825,580329,65,42,male
2826,350128,59,65,male
2827,230213,63,77,male
2828,495710,14,51,female
2829,396227,33,61,female
2830,741114,51,26,male
2831,805709,68,20,female
2832,270723,13,73,male
2833,235709,13,77,female
2834,490523,52,51,male
2835,660127,27,34,male
2836,195921,38,81,female
2837,270521,38,73,male
2838,650309,65,35,male
2839,285705,72,72,female
2840,340514,72,66,male
2841,735410,18,27,female
2842,580617,74,42,male
2843,666006,70,34,female
2844,621119,51,38,male
2845,520902,7,48,male
2846,695317,1,31,female
2847,425725,34,58,female
2848,390220,34,61,male
2849,280402,19,72,male
2850,700820,7,30,male
2851,390810,54,61,male
2852,425628,26,58,female
2853,565425,28,44,female
2854,490601,16,51,male
2855,575726,16,43,female
2856,231111,47,77,male
2857,270203,33,73,male
2858,265212,42,74,female
2859,285924,68,72,female
2860,580331,28,42,male
2862,646007,49,36,female
2863,680305,49,32,male
2864,525409,51,48,female
2865,481118,15,52,male
2866,496030,15,51,female
2867,605123,1,40,female
2868,331214,14,67,male
2869,750805,1,25,male
2870,591128,29,41,male
2871,676123,71,33,female
2872,336027,77,67,female
2873,755324,16,25,female
2874,720910,34,28,male
2875,360817,46,64,male
2876,770107,1,23,male
2877,320429,59,68,male
2878,470417,68,53,male
2879,770110,40,23,male
2880,521230,60,48,male
2881,675321,12,33,female
2882,311214,70,69,male
2883,530226,30,47,male
2884,586010,40,42,female
2885,656004,1,35,female
2886,581003,1,42,male
2887,615129,2,39,female
2888,785909,1,22,female
2889,431205,25,57,male
2890,511011,62,49,male
2891,575723,62,43,female
2892,415321,3,59,female
2893,276102,2,73,female
2894,485725,70,52,female
2895,775517,70,23,female
2896,755516,1,25,female
2897,250718,40,75,male
2898,206017,40,80,female
2899,180518,16,82,male
2900,230322,18,77,male
2901,395109,25,61,female
2902,595703,8,41,female
2903,591126,8,41,male
2904,465518,64,54,female
2905,510707,64,49,male
2906,341216,5,66,male
2907,325922,5,68,female
2908,710228,1,29,male
2909,361009,26,64,male
2910,360928,76,64,male
2911,320925,45,68,male
2912,255728,45,75,female
2913,621227,44,38,male
2915,545222,33,46,female
2916,720930,1,28,male
2917,400118,16,60,male
2918,670521,5,33,male
2919,705908,5,30,female
2920,625623,44,38,female
2921,766220,64,24,female
2922,400907,43,60,male
2923,775321,35,23,female
2924,415206,18,59,female
2925,470908,18,53,male
2926,340211,27,66,male
2927,296228,27,71,female
2928,320302,38,68,male
2929,580310,1,42,male
2930,410322,41,59,male
2932,405711,1,60,female
2933,421212,72,58,male
2934,485427,72,52,female
2935,445502,61,56,female
2936,455311,3,55,female
2937,490701,74,51,male
2938,215601,8,79,female
2939,180213,8,82,male
2940,651016,1,35,male
2941,510312,38,49,male
2942,665603,67,34,female
2943,805628,1,20,female
2944,435823,71,57,female
2945,210602,74,79,male
2946,265123,74,74,female
2947,575518,19,43,female
2948,781120,47,22,male
2949,430925,14,57,male
2950,440606,46,56,male
2951,505831,76,50,female
2952,785117,52,22,female
2953,360707,3,64,male
2954,595812,38,41,female
2955,520716,38,48,male
2956,390806,23,61,male
2957,780307,23,22,male
2958,750507,48,25,male
2959,571119,54,43,male
2960,281219,1,72,male
2961,336228,1,67,female
2962,381110,1,62,male
2963,395329,1,61,female
2964,781127,8,22,male
2965,185207,30,82,female
2966,550220,65,45,male
2967,615115,53,39,female
2968,620824,40,38,male
2969,230422,55,77,male
2970,225406,55,78,female
2971,776203,1,23,female
2972,760114,1,24,male
2974,515712,56,49,female
2975,435318,33,57,female
2976,225803,57,78,female
2977,630206,39,37,male
2978,485305,33,52,female
2979,616222,4,39,female
2980,740614,11,26,male
2981,495205,16,51,female
2982,735323,6,27,female
2983,670723,6,33,male
2984,635524,60,37,female
2985,600413,60,40,male
2986,520515,14,48,male
2987,465601,14,54,female
2988,610521,33,39,male
2989,495201,17,51,female
2990,385402,32,62,female
2991,410731,32,59,male
2992,660507,11,34,male
2994,630722,18,37,male
2995,415615,35,59,female
2996,650129,1,35,male
2997,415309,1,59,female
2998,610402,1,39,male
2999,795324,74,21,female
3000,285402,41,72,female
3001,581007,1,42,male
3002,555513,42,45,female
3003,735512,69,27,female
3004,710713,69,29,male
3005,310629,43,69,male
3006,735808,22,27,female
3007,640411,76,36,male
3008,191219,73,81,male
3009,575803,62,43,female
3010,600112,62,40,male
3011,550919,74,45,male
3012,556110,70,45,female
3013,505318,51,50,female
3014,531105,51,47,male
3015,520229,73,48,male
3016,770823,40,23,male
3017,410514,2,59,male
3018,780128,61,22,male
3019,690923,30,31,male
3020,425827,32,58,female
3021,610824,1,39,male
3022,545922,1,46,female
3023,590404,16,41,male
3024,290308,60,71,male
3025,326227,60,68,female
3026,470325,22,53,male
3027,590725,62,41,male
3028,325423,34,68,female
3029,700508,43,30,male
3030,765510,68,24,female
3031,655905,40,35,female
3032,590410,40,41,male
3035,641102,27,36,male
3036,415331,16,59,female
3037,420104,64,58,male
3038,465305,6,54,female
3039,695601,55,31,female
3041,275424,4,73,female
3042,685214,18,32,female
3043,516115,63,49,female
3044,451007,36,55,male
3045,505318,10,50,female
3046,255122,1,75,female
3047,751001,45,25,male
3048,235106,16,77,female
3049,670406,6,33,male
3050,675731,6,33,female
3051,280311,65,72,male
3054,580428,74,42,male
3055,310223,51,69,male
3056,595116,38,41,female
3057,620305,38,38,male
3058,435929,49,57,female
3059,771129,61,23,male
3060,600518,61,40,male
3061,656005,61,35,female
3062,305822,41,70,female
3063,710129,27,29,male
3064,300505,42,70,male
3065,215821,24,79,female
3066,825309,54,18,female
3067,525621,57,48,female
3068,540320,57,46,male
3069,431023,21,57,male
3070,201212,46,80,male
3071,675223,38,33,female
3072,360414,1,64,male
3073,376023,1,63,female
3074,581107,1,42,male
3075,410505,74,59,male
3076,626117,57,38,female
3077,345224,50,66,female
3078,320131,50,68,male
3079,430519,67,57,male
3080,515727,5,49,female
3081,450302,5,55,male
3082,796017,52,21,female
3083,710407,41,29,male
3084,515824,23,49,female
3085,465629,62,54,female
3086,480914,62,52,male
3087,595921,46,41,female
3088,500611,40,50,male
3089,740726,46,26,male
3090,681117,32,32,male
3091,665303,15,34,female
3092,676106,59,33,female
3093,660221,35,34,male
3094,500818,48,50,male
3095,530629,36,47,male
3096,820227,74,18,male
3097,480822,48,52,male
3098,380623,17,62,male
3099,651113,17,35,male
3100,310330,2,69,male
3101,411213,1,59,male
3102,795216,61,21,female
3103,735307,64,27,female
3104,825104,4,18,female
3105,470817,68,53,male
3106,285303,72,72,female
3107,601116,30,40,male
3108,625226,30,38,female
3109,325421,7,68,female
3110,310227,54,69,male
3111,245207,54,76,female
3112,390912,24,61,male
3113,716112,60,29,female
3114,710224,60,29,male
3115,611130,72,39,male
3116,510909,28,49,male
3117,415622,62,59,female
3118,400709,62,60,male
3119,365126,50,64,female
3120,640602,75,36,male
3121,566018,57,44,female
3122,590402,57,41,male
3123,790725,1,21,male
3124,585102,5,42,female
3125,226030,10,78,female
3126,380113,47,62,male
3127,205618,1,80,female
3128,445209,69,56,female
3129,465801,5,54,female
3130,555531,19,45,female
3131,355614,1,65,female
3132,755324,1,25,female
3133,735420,31,27,female
3134,380504,1,62,male
3135,690106,48,31,male
3136,631218,1,37,male
3137,470226,70,53,male
3138,435812,70,57,female
3139,565923,46,44,female
3140,590413,46,41,male
3141,256109,9,75,female
3142,190318,68,81,male
3143,445202,21,56,female
3144,190804,1,81,male
3145,216104,1,79,female
3146,480715,1,52,male
3147,645426,19,36,female
3148,420404,3,58,male
3149,355109,3,65,female
3150,325724,54,68,female
3151,515727,1,49,female
3152,361004,1,64,male
3153,240617,26,76,male
3154,265221,26,74,female
3155,735408,44,27,female
3156,546102,68,46,female
3157,425226,1,58,female
3158,406125,1,60,female
3159,301027,24,70,male
3160,510629,20,49,male
3161,801118,66,20,male
3162,600517,55,40,male
3163,645526,1,36,female
3164,620910,1,38,male
3165,765901,3,24,female
3166,550614,31,45,male
3167,435908,48,57,female
3170,210221,76,79,male
3171,245426,76,76,female
3172,511223,64,49,male
3173,465418,66,54,female
3174,521116,66,48,male
3175,505719,64,50,female
3176,370707,1,63,male
3177,380812,24,62,male
3178,695801,25,31,female
3179,485312,45,52,female
3180,440930,45,56,male
3181,430215,27,57,male
3182,255422,18,75,female
3183,800224,70,20,male
3184,596201,5,41,female
3185,726126,17,28,female
3186,555114,1,45,female
3187,520902,7,48,male
3188,765519,68,24,female
3190,206101,1,80,female
3191,756105,56,25,female
3192,390714,6,61,male
3193,505222,28,50,female
3194,755817,51,25,female
3195,715613,2,29,female
3196,785814,72,22,female
3197,580710,1,42,male
3198,535305,1,47,female
3199,576218,1,43,female
3200,541115,1,46,male
3201,535806,66,47,female
3202,220719,56,78,male
3203,595423,1,41,female
3204,560326,1,44,male
3205,215625,1,79,female
3206,210521,1,79,male
3207,256203,55,75,female
3208,470206,27,53,male
3209,395103,27,61,female
3210,630830,14,37,male
3211,675807,17,33,female
3213,411004,1,59,male
3214,220512,71,78,male
3215,365506,64,64,female
3216,591128,58,41,male
3217,770502,61,23,male
3218,651216,49,35,male
3219,596018,49,41,female
3220,570217,23,43,male
3221,535716,23,47,female
3222,770506,21,23,male
3225,570317,13,43,male
3226,511122,1,49,male
3227,506028,59,50,female
3228,570222,34,43,male
3229,790418,50,21,male
3230,825606,1,18,female
3231,610603,21,39,male
3232,761105,5,24,male
3233,801130,1,20,male
3234,195804,67,81,female
3235,505612,46,50,female
3236,605415,28,40,female
3239,816116,7,19,female
3240,376210,67,63,female
3241,340914,26,66,male
3242,375304,26,63,female
3243,205930,71,80,female
3244,330929,72,67,male
3245,521202,70,48,male
3246,310420,66,69,male
3247,585421,69,42,female
3248,295802,28,71,female
3249,590120,17,41,male
3250,625120,17,38,female
3251,626228,52,38,female
3252,610326,52,39,male
3253,460702,70,54,male
3254,300213,1,70,male
3255,705104,8,30,female
3256,760718,49,24,male
3257,785511,73,22,female
3258,605730,74,40,female
3259,501015,71,50,male
3260,425908,74,58,female
3261,500410,74,50,male
3262,415814,61,59,female
3264,506020,63,50,female
3265,635611,47,37,female
3266,601008,47,40,male
3267,510826,61,49,male
3268,565331,1,44,female
3269,741105,2,26,male
3270,400122,12,60,male
3271,425103,58,58,female
3272,205718,9,80,female
3273,180102,9,82,male
3274,290122,26,71,male
3275,245919,26,76,female
3276,800321,52,20,male
3277,660326,42,34,male
3278,625420,42,38,female
3279,545804,66,46,female
3280,580531,66,42,male
3281,501227,74,50,male
3282,810902,29,19,male
3283,331123,10,67,male
3284,360702,2,64,male
3285,435917,2,57,female
3286,725315,74,28,female
3287,780401,74,22,male
3288,260128,69,74,male
3289,775609,75,23,female
3290,695712,11,31,female
3291,470123,52,53,male
3292,400121,18,60,male
3293,535120,1,47,female
3294,570308,52,43,male
3295,665313,40,34,female
3296,690611,23,31,male
3297,680417,1,32,male
3298,425805,5,58,female
3299,615917,76,39,female
3300,500629,53,50,male
3302,645217,52,36,female
3303,650109,52,35,male
3304,390831,69,61,male
3305,716011,41,29,female
3306,480426,27,52,male
3307,795701,14,21,female
3308,480216,15,52,male
3309,425429,15,58,female
3310,540213,23,46,male
3311,540825,51,46,male
3312,716105,70,29,female
3313,465210,60,54,female
3314,316218,24,69,female
3315,340621,24,66,male
3316,476215,1,53,female
3317,500424,1,50,male
3319,795424,1,21,female
3320,720214,1,28,male
3321,695530,13,31,female
3322,480229,31,52,male
3323,815222,74,19,female
3324,715413,26,29,female
3325,630928,26,37,male
3326,526226,57,48,female
3327,375704,20,63,female
3328,661011,24,34,male
3329,610320,54,39,male
3330,555415,54,45,female
3331,705205,70,30,female
3332,696115,46,31,female
3333,495724,10,51,female
3334,670701,1,33,male
3335,670210,11,33,male
3336,515530,64,49,female
3337,520413,53,48,male
3338,426129,69,58,female
3339,765129,31,24,female
3340,760216,54,24,male
3341,686220,54,32,female
3342,730929,73,27,male
3344,610916,42,39,male
3345,415127,37,59,female
3346,410225,37,59,male
3347,360119,11,64,male
3348,785214,38,22,female
3349,631221,42,37,male
3350,500319,30,50,male
3351,425915,30,58,female
3352,190912,23,81,male
3353,195421,23,81,female
3354,436028,62,57,female
3355,530115,38,47,male
3356,740423,73,26,male
3357,545721,63,46,female
3358,751007,16,25,male
3359,450224,1,55,male
3360,765831,43,24,female
3361,306002,40,70,female
3365,665730,1,34,female
3366,595212,54,41,female
3367,520423,54,48,male
3368,526024,14,48,female
3369,520416,1,48,male
3370,190328,25,81,male
3371,196007,25,81,female
3372,701030,1,30,male
3373,521129,5,48,male
3374,605813,5,40,female
3375,541106,74,46,male
3376,455119,11,55,female
3377,380505,11,62,male
3378,570421,5,43,male
3379,495701,5,51,female
3380,785403,74,22,female
3381,655901,70,35,female
3382,540228,54,46,male
3383,565423,54,44,female
3384,425803,41,58,female
3385,245213,11,76,female
3386,405308,49,60,female
3387,430814,58,57,male
3388,656026,53,35,female
3389,675116,39,33,female
3390,726117,53,28,female
3391,710407,42,29,male
3392,756031,1,25,female
3393,545824,73,46,female
3394,805704,66,20,female
3395,621228,4,38,male
3396,775303,18,23,female
3397,745608,24,26,female
3398,690913,24,31,male
3399,320225,72,68,male
3402,525502,74,48,female
3403,571018,74,43,male
3404,406011,56,60,female
3405,491215,40,51,male
3406,475713,40,53,female
3407,735413,35,27,female
3408,731220,35,27,male
3409,190403,36,81,male
3410,650216,54,35,male
3412,750718,57,25,male
3413,696125,57,31,female
3414,476017,11,53,female
3415,735930,54,27,female
3416,780601,35,22,male
3417,855318,35,15,female
3418,635807,70,37,female
3420,790624,66,21,male
3421,470305,20,53,male
3422,515502,1,49,female
3423,715905,12,29,female
3424,181114,64,82,male
3425,700507,70,30,male
3426,780207,73,22,male
3427,800616,42,20,male
3428,875927,42,13,female
3429,411016,46,59,male
3430,510925,3,49,male
3431,795405,70,21,female
3432,731108,15,27,male
3433,620907,71,38,male
3434,565920,71,44,female
3435,455527,4,55,female
3436,580218,30,42,male
3437,595808,30,41,female
3438,420112,43,58,male
3439,670127,62,33,male
3440,385213,1,62,female
3441,580209,75,42,male
3443,346206,1,66,female
3444,770406,57,23,male
3445,795326,17,21,female
3446,571001,70,43,male
3447,495421,54,51,female
3448,541224,1,46,male
3449,280321,27,72,male
3450,760912,25,24,male
3451,740717,19,26,male
3452,755828,19,25,female
3453,500802,56,50,male
3454,496017,11,51,female
3455,570228,11,43,male
3456,455121,54,55,female
3457,235614,75,77,female
3458,530630,33,47,male
3459,645830,14,36,female
3460,651011,14,35,male
3461,580222,54,42,male
3462,655318,54,35,female
3463,795302,1,21,female
3464,530114,43,47,male
3465,420417,30,58,male
3466,365531,1,64,female
3467,391206,1,61,male
3468,336231,68,67,female
3469,755223,1,25,female
3470,375423,52,63,female
3471,525929,1,48,female
3472,465511,70,54,female
3473,480521,70,52,male
3474,546208,32,46,female
3475,570313,19,43,male
3476,685105,60,32,female
3477,650828,37,35,male
3478,260530,1,74,male
3479,335919,1,67,female
3480,515410,15,49,female
3481,571110,15,43,male
3482,415209,71,59,female
3483,401202,70,60,male
3484,720430,44,28,male
3485,220527,77,78,male
3486,620309,77,38,male
3487,590906,1,41,male
3488,551009,1,45,male
3489,660813,76,34,male
3490,201016,19,80,male
3491,226118,19,78,female
3492,706227,8,30,female
3493,655504,69,35,female
3494,690702,42,31,male
3495,415510,64,59,female
3496,490711,64,51,male
3497,705911,39,30,female
3498,380401,77,62,male
3499,690316,19,31,male
3500,600607,29,40,male
3501,640321,51,36,male
3502,520803,54,48,male
3503,535114,54,47,female
3504,520125,40,48,male
3505,771206,20,23,male
3506,615820,1,39,female
3507,466202,32,54,female
3508,701109,38,30,male
3509,655213,38,35,female
3510,391026,13,61,male
3511,630911,74,37,male
3512,460525,49,54,male
3513,220720,70,78,male
3514,185205,70,82,female
3515,755102,61,25,female
3516,715907,58,29,female
3517,535624,68,47,female
3518,555902,33,45,female
3519,491215,74,51,male
3520,285517,8,72,female
3521,640720,4,36,male
3522,630202,57,37,male
3523,640429,6,36,male
3524,456120,68,55,female
3525,740521,15,26,male
3526,775706,15,23,female
3527,780811,77,22,male
3528,706006,73,30,female
3529,730315,54,27,male
3530,715918,16,29,female
3531,200614,43,80,male
3532,350224,56,65,male
3533,636201,1,37,female
3534,715321,50,29,female
3535,730512,37,27,male
3536,220820,55,78,male
3537,460416,51,54,male
3538,445502,1,56,female
3539,200831,36,80,male
3540,360804,51,64,male
3541,345501,51,66,female
3542,390902,10,61,male
3543,415819,10,59,female
3544,615815,1,39,female
3545,661101,68,34,male
3546,710228,3,29,male
3547,245315,1,76,female
3548,750503,1,25,male
3549,375908,5,63,female
3550,695914,54,31,female
3552,401116,44,60,male
3554,656221,22,35,female
3555,680206,22,32,male
3556,271127,6,73,male
3557,286124,6,72,female
3558,285701,54,72,female
3559,396023,57,61,female
3560,440202,57,56,male
3562,310405,1,69,male
3563,266122,1,74,female
3564,480323,62,52,male
3565,620729,44,38,male
3566,325219,65,68,female
3567,480309,1,52,male
3568,410125,1,59,male
3569,330409,67,67,male
3570,455427,15,55,female
3571,700617,25,30,male
3572,286218,48,72,female
3573,725209,8,28,female
3574,465217,19,54,female
3575,376012,9,63,female
3576,395315,1,61,female
3577,426215,31,58,female
3578,271020,72,73,male
3579,305807,72,70,female
3580,295427,6,71,female
3581,671223,33,33,male
3582,550217,38,45,male
3583,425909,15,58,female
3584,410325,15,59,male
3585,686002,29,32,female
3586,430411,60,57,male
3587,396201,60,61,female
3588,536104,76,47,female
3589,615713,73,39,female
3590,765923,23,24,female
3591,300928,74,70,male
3592,255330,74,75,female
3594,615507,13,39,female
3595,650101,28,35,male
3596,750322,74,25,male
3597,335817,10,67,female
3598,230911,66,77,male
3599,315302,66,69,female
3600,435726,46,57,female
3601,380803,19,62,male
3602,406210,19,60,female
3603,540613,42,46,male
3605,340724,71,66,male
3606,580606,63,42,male
3607,465729,18,54,female
3608,471209,66,53,male
3609,556026,66,45,female
3610,190508,36,81,male
3611,725527,30,28,female
3612,625904,19,38,female
3613,690212,19,31,male
3614,716009,43,29,female
3615,740704,1,26,male
3616,645414,77,36,female
3617,546130,51,46,female
3618,530221,54,47,male
3619,550809,40,45,male
3620,370914,21,63,male
3621,390721,66,61,male
3622,385417,66,62,female
3623,655420,28,35,female
3624,825227,1,18,female
3627,815608,18,19,female
3628,275226,11,73,female
3629,471213,42,53,male
3630,236128,64,77,female
3631,211119,64,79,male
3632,435929,15,57,female
3633,331014,72,67,male
3634,230625,1,77,male
3635,215131,1,79,female
3636,780519,46,22,male
3637,590110,64,41,male
3638,436211,49,57,female
3639,280417,73,72,male
3640,780724,75,22,male
3641,795201,75,21,female
3642,610827,19,39,male
3643,801111,26,20,male
3644,510614,75,49,male
3645,750226,34,25,male
3646,435616,33,57,female
3647,480823,33,52,male
3648,800103,3,20,male
3649,596025,10,41,female
3650,180217,64,82,male
3651,181001,35,82,male
3652,200220,1,80,male
3653,175103,1,83,female
3654,245301,25,76,female
3655,680206,59,32,male
3656,255826,62,75,female
3657,210518,62,79,male
3658,240405,58,76,male
3659,306110,42,70,female
3660,740709,65,26,male
3661,321125,51,68,male
3662,310922,27,69,male
3663,475625,69,53,female
3664,510319,69,49,male
3667,710918,70,29,male
3668,726223,70,28,female
3669,620822,10,38,male
3670,805917,44,20,female
3671,430716,10,57,male
3672,486206,10,52,female
3673,516207,1,49,female
3674,806110,17,20,female
3675,520318,70,48,male
3676,656014,10,35,female
3677,600916,10,40,male
3678,345812,1,66,female
3679,310423,72,69,male
3680,235407,72,77,female
3681,210426,1,79,male
3682,245112,1,76,female
3683,775222,74,23,female
3684,616231,16,39,female
3685,740306,74,26,male
3686,626011,61,38,female
3687,720206,49,28,male
3688,755502,49,25,female
3689,795712,9,21,female
3690,600802,44,40,male
3691,650417,18,35,male
3693,220331,15,78,male
3694,205429,15,80,female
3695,341004,55,66,male
3696,395411,55,61,female
3697,545116,9,46,female
3698,710425,44,29,male
3699,680808,1,32,male
3700,765524,1,24,female
3701,545506,73,46,female
3702,521127,76,48,male
3703,310615,17,69,male
3704,620411,69,38,male
3705,655604,1,35,female
3707,410624,74,59,male
3708,585316,46,42,female
3709,550503,46,45,male
3710,280125,59,72,male
3711,680507,25,32,male
3712,695530,56,31,female
3713,445223,41,56,female
3714,536001,8,47,female
3716,530415,74,47,male
3717,250130,71,75,male
3718,295629,71,71,female
3719,300830,54,70,male
3720,366207,54,64,female
3721,546216,64,46,female
3722,565429,1,44,female
3723,680901,18,32,male
3724,255923,57,75,female
3727,700113,33,30,male
3728,360106,66,64,male
3729,415822,66,59,female
3730,455807,59,55,female
3732,460827,66,54,male
3733,465509,1,54,female
3734,431202,15,57,male
3735,380117,18,62,male
3736,325722,18,68,female
3737,480430,12,52,male
3738,785331,1,22,female
3739,565821,3,44,female
3740,291103,46,71,male
3741,360504,16,64,male
3742,616127,56,39,female
3743,581106,56,42,male
3745,715119,2,29,female
3746,750125,66,25,male
3747,641202,1,36,male
3748,305305,59,70,female
3749,435321,65,57,female
3750,381003,1,62,male
3751,661012,33,34,male
3752,615206,33,39,female
3753,595414,1,41,female
3754,475713,1,53,female
3755,515709,37,49,female
3756,716003,12,29,female
3757,220416,5,78,male
3758,635914,53,37,female
3759,611012,53,39,male
3760,550104,18,45,male
3761,750805,48,25,male
3762,595218,60,41,female
3763,775812,38,23,female
3764,780129,38,22,male
3765,565124,45,44,female
3766,805310,1,20,female
3767,360907,14,64,male
3768,445304,14,56,female
3769,570910,54,43,male
3770,255103,35,75,female
3771,420327,48,58,male
3772,365823,48,64,female
3773,645729,33,36,female
3774,221029,1,78,male
3775,281127,46,72,male
3776,780709,74,22,male
